Goal Representation,Debug Result,Action,Add Info,LLM Answer,Plan
"['1. Select the sink in the bathroom.', '2. Fill the sink with water.', '3. Add soap to the water.']",,,,,
"['1. Fill the sink with water.', '2. Add soap to the water and mix.']",,,,,
"['1. Fill the sink with water.', '2. Add soap to the water and mix it.']",,,,,
"['1. Find a sink in the bathroom.', '2. Fill the sink with water.', '3. Add soap to the water to cre
ate soapy water.']",,,,,
,,,,I don't know.,
"['1. Fill the bathroom sink with water.', ""2. Add soap to the water and mix until it's soapy.""]",,,,,
"['1. Locate the sink in the bathroom.', '2. Fill the sink with water.', '3. Add soap to the water in
 the sink.']",,,,,
,,,,,"(CrowControllerApplier<walk_executor(sink_42)>, CrowControllerApplier<obs(sink_42, Check if the sink
 is in the bathroom)>, CrowControllerApplier<walk_executor(sink_231)>, CrowControllerApplier<obs(sin
k_231, Check if the sink is in the bathroom)>)"
,,walk_executor(sink_42),"Find cleaning_solution_2073. Find detergent_2084. Find towel_rack_31. Find soap_2053. Find basket_fo
r_clothes_2006. Find towel_rack_34. Find towel_rack_32. Robot is inside bathroom_1. Robot is close b
athroom_counter_41. Robot is close sink_42. ",,
,,"obs(sink_42, Check if the sink is in the bathroom)","Get this information:  cleaning_solution_2073 is on sink_42. detergent_2084 is on sink_42. sink_42 i
s close to floor_2. sink_42 is close to floor_3. sink_42 is close to detergent_2084. sink_42 is clos
e to soap_2053. sink_42 is close to floor_4. sink_42 is close to bathroom_cabinet_40. sink_42 is clo
se to bathroom_counter_41. sink_42 is close to wall_9. sink_42 is close to faucet_43. sink_42 is clo
se to wall_12. sink_42 is close to basket_for_clothes_2006. sink_42 is close to washing_machine_2007
. sink_42 is close to cleaning_solution_2073. sink_42 is close to character_65. soap_2053 is on sink
_42. sink_42 is inside bathroom_1. sink_42 is inside bathroom_counter_41. sink_42 is DIRTY.",,
,,,,,"(CrowControllerApplier<walk_executor(sink_231)>, CrowControllerApplier<obs(sink_231, Check if the si
nk is in the bathroom)>)"
,,walk_executor(sink_231),"Find soap_2054. Find napkin_2005. Find knife_2050. Find cutting_board_2051. Find cup_2063. Find cup_
2064. Find pot_2069. Find oil_2079. Find fryingpan_2083. Find tray_296. Find drawing_239. Find drawi
ng_238. Find drawing_240. Find drawing_241. Find drawing_242. Find drawing_243. Find plate_1000. Rob
ot is inside dining_room_201. Robot is close kitchen_counter_230. Robot is close sink_231. Robot is 
no longer inside bathroom_1.Robot is no longer close bathroom_counter_41.Robot is no longer close si
nk_42.",,
,,"obs(sink_231, Check if the sink is in the bathroom)","Get this information:  sink_231 is inside dining_room_201. sink_231 is inside kitchen_counter_230. s
oap_2054 is on sink_231. plate_1000 is on sink_231. sink_231 is close to soap_2054. sink_231 is clos
e to floor_7. sink_231 is close to wall_11. sink_231 is close to wall_15. sink_231 is close to coffe
_maker_290. sink_231 is close to toaster_292. sink_231 is close to toilet_37. sink_231 is close to s
hower_36. sink_231 is close to microwave_297. sink_231 is close to floor_202. sink_231 is close to f
loor_203. sink_231 is close to floor_204. sink_231 is close to wall_211. sink_231 is close to wall_2
12. sink_231 is close to cupboard_229. sink_231 is close to kitchen_counter_230. sink_231 is close t
o faucet_232. sink_231 is close to plate_1000. sink_231 is close to dishwasher_1001. sink_231 is clo
se to character_65. sink_231 is DIRTY.",,
"['1. Find the bathroom sink.', '2. Fill the sink with water.', '3. Add soap to create soapy water.']",,,,,
